frequency,raw
1050.73,1.77
1061.24,1.73
1071.86,1.68
1082.58,1.64
1093.41,1.59
1104.35,1.55
1115.39,1.5
1126.55,1.45
1137.82,1.41
1149.2,1.36
1160.7,1.31
1172.31,1.27
1184.03,1.22
1195.88,1.17
1207.84,1.12
1219.92,1.07
1232.13,1.02
1244.45,0.97
1256.9,0.92
1269.47,0.87
1282.17,0.82
1295.0,0.77
1307.95,0.72
1321.04,0.67
1334.25,0.61
1347.6,0.56
1361.08,0.51
1374.69,0.45
1388.44,0.4
1402.33,0.34
1416.36,0.29
1430.53,0.23
1444.84,0.18
1459.29,0.12
1473.89,0.06
1488.63,0.0
1503.53,-0.06
1518.57,-0.11
1533.76,-0.17
1549.1,-0.24
1564.59,-0.3
1580.25,-0.36
1596.05,-0.42
1612.02,-0.48
1628.14,-0.55
1644.43,-0.61
1660.88,-0.68
1677.49,-0.74
1694.27,-0.81
1711.22,-0.88
1728.34,-0.95
1745.63,-1.01
1763.09,-1.08
1780.73,-1.15
1798.54,-1.22
1816.53,-1.3
1834.7,-1.37
1853.06,-1.44
1871.59,-1.51
1890.32,-1.59
1909.22,-1.66
1928.32,-1.74
1947.61,-1.82
1967.1,-1.89
1986.77,-1.97
2006.65,-2.05
2026.72,-2.13
2046.99,-2.2
2067.47,-2.28
2088.15,-2.36
2109.04,-2.44
2130.14,-2.52
2151.45,-2.6
2172.97,-2.68
2194.7,-2.76
2216.66,-2.84
2238.83,-2.92
2261.23,-2.99
2283.85,-3.07
2306.69,-3.15
2329.77,-3.22
2353.07,-3.3
2376.61,-3.37
2400.38,-3.44
2424.4,-3.51
2448.65,-3.57
2473.14,-3.64
2497.88,-3.7
2522.87,-3.76
2548.1,-3.82
2573.59,-3.87
2599.34,-3.92
2625.34,-3.97
2651.6,-4.01
2678.13,-4.05
2704.92,-4.09
2731.97,-4.12
2759.3,-4.15
2786.91,-4.17
2814.78,-4.19
2842.94,-4.2
2871.38,-4.21
2900.1,-4.21
2929.11,-4.21
2958.41,-4.2
2988.01,-4.19
3017.9,-4.18
3048.09,-4.16
3078.58,-4.13
3109.37,-4.1
3140.48,-4.07
3171.89,-4.03
3203.62,-3.98
3235.67,-3.94
3268.03,-3.89
3300.72,-3.83
3333.74,-3.77
3367.09,-3.71
3400.77,-3.65
3434.79,-3.58
3469.15,-3.51
3503.85,-3.44
3538.9,-3.36
3574.3,-3.29
3610.06,-3.21
3646.17,-3.13
3682.64,-3.04
3719.48,-2.96
3756.69,-2.87
3794.27,-2.78
3832.22,-2.69
3870.56,-2.6
3909.28,-2.51
3948.38,-2.42
3987.88,-2.32
4027.77,-2.23
4068.06,-2.13
4108.75,-2.03
4149.85,-1.93
4191.37,-1.83
4233.29,-1.72
4275.64,-1.62
4318.41,-1.51
4361.61,-1.4
4405.24,-1.29
4449.31,-1.18
4493.81,-1.06
4538.77,-0.95
4584.17,-0.83
4630.02,-0.7
4676.34,-0.57
4723.12,-0.44
4770.36,-0.3
4818.08,-0.16
4866.28,-0.02
4914.96,0.13
4964.12,0.29
5013.78,0.46
5063.94,0.63
5114.59,0.81
5165.75,1.0
5217.43,1.21
5269.62,1.42
5322.33,1.64
5375.57,1.88
5429.35,2.13
5483.66,2.39
5538.51,2.67
5593.92,2.97
5649.87,3.29
5706.39,3.62
5763.47,3.98
5821.13,4.35
5879.36,4.74
5938.17,5.14
5997.57,5.56
6057.56,5.98
6118.16,6.4
6179.36,6.8
6241.17,7.18
6303.61,7.51
6366.66,7.77
6430.35,7.95
6494.67,8.03
6559.64,8.02
6625.26,7.9
6691.53,7.69
6758.47,7.41
6826.08,7.08
6894.36,6.72
6963.33,6.34
7032.98,5.95
7103.33,5.56
7174.39,5.19
7246.16,4.83
7318.64,4.49
7391.85,4.17
7465.8,3.87
7540.48,3.59
7615.91,3.33
7692.09,3.09
7769.04,2.87
7846.75,2.66
7925.25,2.47
8004.52,2.29
8084.59,2.13
8165.47,1.98
8247.15,1.84
8329.65,1.71
8412.97,1.59
8497.13,1.48
8582.13,1.38
8667.97,1.29
8754.68,1.2
8842.26,1.12
8930.71,1.05
9020.04,0.98
9110.27,0.92
9201.41,0.86
9293.45,0.8
9386.41,0.75
9480.31,0.7
9575.14,0.66
9670.93,0.62
9767.67,0.58
9865.37,0.54
9964.06,0.51
10063.73,0.48
10164.4,0.45
10266.08,0.42
10368.77,0.4
10472.5,0.37
10577.25,0.35
10683.06,0.33
10789.93,0.31
10897.86,0.29
11006.87,0.27
11116.98,0.26
11228.18,0.24
11340.5,0.23
11453.94,0.21
11568.52,0.2
11684.24,0.19
11801.12,0.18
11919.17,0.17
12038.4,0.16
12158.83,0.15
12280.45,0.14
12403.3,0.13
12527.37,0.12
12652.69,0.12
12779.25,0.11
12907.09,0.1
13036.2,0.1
13166.6,0.09
13298.31,0.09
13431.34,0.08
13565.7,0.08
13701.4,0.07
13838.46,0.07
13976.89,0.06
