frequency,raw
818.28,0.03
826.46,-0.01
834.73,-0.05
843.08,-0.08
851.51,-0.11
860.02,-0.14
868.62,-0.17
877.31,-0.2
886.08,-0.21
894.94,-0.25
903.89,-0.27
912.93,-0.29
922.06,-0.31
931.28,-0.32
940.59,-0.33
950.0,-0.35
959.5,-0.37
969.09,-0.39
978.78,-0.4
988.57,-0.41
998.46,-0.43
1008.44,-0.44
1018.53,-0.45
1028.71,-0.46
1039.0,-0.47
1049.39,-0.48
1059.88,-0.49
1070.48,-0.51
1081.19,-0.53
1092.0,-0.53
1102.92,-0.54
1113.95,-0.54
1125.09,-0.54
1136.34,-0.54
1147.7,-0.54
1159.18,-0.55
1170.77,-0.55
1182.48,-0.54
1194.3,-0.53
1206.25,-0.52
1218.31,-0.51
1230.49,-0.5
1242.8,-0.48
1255.22,-0.46
1267.78,-0.44
1280.45,-0.42
1293.26,-0.4
1306.19,-0.39
1319.25,-0.37
1332.45,-0.34
1345.77,-0.32
1359.23,-0.3
1372.82,-0.28
1386.55,-0.26
1400.41,-0.23
1414.42,-0.21
1428.56,-0.18
1442.85,-0.15
1457.28,-0.13
1471.85,-0.09
1486.57,-0.06
1501.43,-0.03
1516.45,0.0
1531.61,0.03
1546.93,0.05
1562.4,0.08
1578.02,0.12
1593.8,0.15
1609.74,0.17
1625.84,0.21
1642.1,0.24
1658.52,0.26
1675.1,0.29
1691.85,0.32
1708.77,0.36
1725.86,0.38
1743.12,0.41
1760.55,0.43
1778.15,0.47
1795.94,0.5
1813.9,0.53
1832.03,0.55
1850.36,0.56
1868.86,0.57
1887.55,0.59
1906.42,0.59
1925.49,0.59
1944.74,0.6
1964.19,0.59
1983.83,0.58
2003.67,0.57
2023.71,0.55
2043.94,0.54
2064.38,0.51
2085.03,0.49
2105.88,0.47
2126.94,0.44
2148.2,0.41
2169.69,0.39
2191.38,0.36
2213.3,0.32
2235.43,0.29
2257.78,0.25
2280.36,0.21
2303.17,0.18
2326.2,0.15
2349.46,0.12
2372.95,0.09
