frequency,raw
851.51,-0.21
860.02,-0.22
868.62,-0.24
877.31,-0.26
886.08,-0.27
894.94,-0.28
903.89,-0.3
912.93,-0.32
922.06,-0.33
931.28,-0.34
940.59,-0.35
950.0,-0.36
959.5,-0.37
969.09,-0.38
978.78,-0.39
988.57,-0.39
998.46,-0.39
1008.44,-0.38
1018.53,-0.38
1028.71,-0.37
1039.0,-0.35
1049.39,-0.34
1059.88,-0.32
1070.48,-0.31
1081.19,-0.29
1092.0,-0.28
1102.92,-0.26
1113.95,-0.25
1125.09,-0.23
1136.34,-0.21
1147.7,-0.19
1159.18,-0.18
1170.77,-0.15
1182.48,-0.14
1194.3,-0.12
1206.25,-0.09
1218.31,-0.06
1230.49,-0.04
1242.8,-0.02
1255.22,0.01
1267.78,0.04
1280.45,0.06
1293.26,0.1
1306.19,0.13
1319.25,0.17
1332.45,0.21
1345.77,0.25
1359.23,0.29
1372.82,0.34
1386.55,0.39
1400.41,0.44
1414.42,0.49
1428.56,0.53
1442.85,0.59
1457.28,0.64
1471.85,0.68
1486.57,0.73
1501.43,0.77
1516.45,0.81
1531.61,0.85
1546.93,0.88
1562.4,0.92
1578.02,0.94
1593.8,0.97
1609.74,0.99
1625.84,1.01
1642.1,1.03
1658.52,1.04
1675.1,1.05
1691.85,1.06
1708.77,1.07
1725.86,1.09
1743.12,1.09
1760.55,1.1
1778.15,1.1
1795.94,1.11
1813.9,1.11
1832.03,1.12
1850.36,1.12
1868.86,1.11
1887.55,1.09
1906.42,1.08
1925.49,1.06
1944.74,1.04
1964.19,1.0
1983.83,0.97
2003.67,0.91
2023.71,0.86
2043.94,0.8
2064.38,0.73
2085.03,0.65
2105.88,0.58
2126.94,0.49
2148.2,0.41
2169.69,0.32
2191.38,0.23
2213.3,0.14
2235.43,0.04
2257.78,-0.05
2280.36,-0.14
2303.17,-0.23
2326.2,-0.32
2349.46,-0.4
2372.95,-0.48
2396.68,-0.56
2420.65,-0.63
2444.86,-0.7
2469.31,-0.77
2494.0,-0.82
