frequency,raw
860.02,-0.65
868.62,-0.68
877.31,-0.7
886.08,-0.72
894.94,-0.73
903.89,-0.74
912.93,-0.75
922.06,-0.75
931.28,-0.75
940.59,-0.76
950.0,-0.77
959.5,-0.78
969.09,-0.77
978.78,-0.75
988.57,-0.73
998.46,-0.73
1008.44,-0.73
1018.53,-0.71
1028.71,-0.68
1039.0,-0.65
1049.39,-0.64
1059.88,-0.62
1070.48,-0.6
1081.19,-0.55
1092.0,-0.52
1102.92,-0.49
1113.95,-0.46
1125.09,-0.44
1136.34,-0.41
1147.7,-0.39
1159.18,-0.34
1170.77,-0.3
1182.48,-0.26
1194.3,-0.24
1206.25,-0.22
1218.31,-0.19
1230.49,-0.16
1242.8,-0.12
1255.22,-0.08
1267.78,-0.05
1280.45,-0.02
1293.26,0.01
1306.19,0.06
1319.25,0.1
1332.45,0.12
1345.77,0.15
1359.23,0.18
1372.82,0.2
1386.55,0.23
1400.41,0.29
1414.42,0.36
1428.56,0.44
1442.85,0.54
1457.28,0.63
1471.85,0.74
1486.57,0.85
1501.43,0.95
1516.45,1.04
1531.61,1.1
1546.93,1.15
1562.4,1.2
1578.02,1.25
1593.8,1.29
1609.74,1.32
1625.84,1.35
1642.1,1.38
1658.52,1.42
1675.1,1.46
1691.85,1.49
1708.77,1.5
1725.86,1.52
1743.12,1.53
1760.55,1.53
1778.15,1.54
1795.94,1.55
1813.9,1.55
1832.03,1.53
1850.36,1.51
1868.86,1.49
1887.55,1.47
1906.42,1.46
1925.49,1.45
1944.74,1.42
1964.19,1.38
1983.83,1.33
2003.67,1.28
2023.71,1.23
2043.94,1.17
2064.38,1.13
2085.03,1.1
2105.88,1.07
2126.94,1.05
2148.2,1.04
2169.69,1.04
2191.38,1.02
2213.3,1.0
2235.43,0.97
2257.78,0.94
2280.36,0.91
2303.17,0.86
2326.2,0.8
2349.46,0.73
2372.95,0.66
2396.68,0.59
2420.65,0.5
2444.86,0.39
2469.31,0.27
2494.0,0.14
2518.94,0.05
2544.13,-0.04
2569.57,-0.13
2595.27,-0.23
2621.22,-0.35
2647.43,-0.46
2673.9,-0.57
2700.64,-0.67
2727.65,-0.77
2754.93,-0.86
2782.48,-0.93
2810.3,-1.0
2838.4,-1.05
2866.79,-1.09
2895.46,-1.13
2924.41,-1.17
2953.65,-1.22
2983.19,-1.27
3013.02,-1.33
3043.15,-1.4
3073.58,-1.48
3104.32,-1.56
3135.36,-1.64
3166.72,-1.69
3198.38,-1.75
3230.37,-1.79
3262.67,-1.84
3295.3,-1.9
3328.25,-1.94
3361.53,-1.98
3395.15,-2.01
3429.1,-2.02
3463.39,-2.03
3498.03,-2.03
3533.01,-2.01
3568.34,-1.98
3604.02,-1.92
3640.06,-1.86
3676.46,-1.81
3713.22,-1.77
3750.36,-1.72
3787.86,-1.66
3825.74,-1.58
3864.0,-1.5
3902.64,-1.4
3941.66,-1.31
3981.08,-1.23
4020.89,-1.13
4061.1,-1.04
4101.71,-0.92
4142.73,-0.81
4184.15,-0.7
4226.0,-0.59
