frequency,raw
877.31,-0.59
886.08,-0.58
894.94,-0.59
903.89,-0.59
912.93,-0.58
922.06,-0.56
931.28,-0.55
940.59,-0.55
950.0,-0.55
959.5,-0.54
969.09,-0.53
978.78,-0.5
988.57,-0.47
998.46,-0.46
1008.44,-0.45
1018.53,-0.42
1028.71,-0.38
1039.0,-0.35
1049.39,-0.33
1059.88,-0.3
1070.48,-0.27
1081.19,-0.23
1092.0,-0.2
1102.92,-0.16
1113.95,-0.13
1125.09,-0.11
1136.34,-0.09
1147.7,-0.07
1159.18,-0.02
1170.77,0.01
1182.48,0.05
1194.3,0.06
1206.25,0.08
1218.31,0.09
1230.49,0.11
1242.8,0.14
1255.22,0.16
1267.78,0.18
1280.45,0.2
1293.26,0.23
1306.19,0.25
1319.25,0.27
1332.45,0.28
1345.77,0.29
1359.23,0.29
1372.82,0.3
1386.55,0.31
1400.41,0.35
1414.42,0.4
1428.56,0.47
1442.85,0.53
1457.28,0.6
1471.85,0.69
1486.57,0.77
1501.43,0.85
1516.45,0.92
1531.61,0.95
1546.93,0.98
1562.4,1.01
1578.02,1.03
1593.8,1.05
1609.74,1.05
1625.84,1.06
1642.1,1.06
1658.52,1.08
1675.1,1.09
1691.85,1.09
1708.77,1.09
1725.86,1.08
1743.12,1.07
1760.55,1.05
1778.15,1.03
1795.94,1.02
1813.9,1.0
1832.03,0.96
1850.36,0.92
1868.86,0.88
1887.55,0.84
1906.42,0.83
1925.49,0.79
1944.74,0.75
1964.19,0.7
1983.83,0.64
2003.67,0.58
2023.71,0.52
2043.94,0.46
2064.38,0.41
2085.03,0.37
2105.88,0.34
2126.94,0.33
2148.2,0.32
2169.69,0.32
2191.38,0.31
2213.3,0.29
2235.43,0.28
2257.78,0.25
2280.36,0.24
2303.17,0.21
2326.2,0.17
2349.46,0.12
2372.95,0.08
2396.68,0.03
2420.65,-0.04
2444.86,-0.12
2469.31,-0.22
2494.0,-0.29
2518.94,-0.36
2544.13,-0.41
2569.57,-0.45
2595.27,-0.52
2621.22,-0.59
2647.43,-0.66
2673.9,-0.74
2700.64,-0.78
2727.65,-0.82
2754.93,-0.87
2782.48,-0.9
2810.3,-0.91
2838.4,-0.92
2866.79,-0.9
2895.46,-0.89
2924.41,-0.88
2953.65,-0.87
2983.19,-0.87
3013.02,-0.88
3043.15,-0.9
3073.58,-0.94
3104.32,-0.97
3135.36,-0.99
3166.72,-1.0
3198.38,-1.0
3230.37,-1.01
3262.67,-1.02
3295.3,-1.03
3328.25,-1.04
3361.53,-1.03
3395.15,-1.02
3429.1,-1.01
3463.39,-0.99
3498.03,-0.96
3533.01,-0.91
3568.34,-0.85
