frequency,raw
851.51,-0.28
860.02,-0.31
868.62,-0.34
877.31,-0.39
886.08,-0.42
894.94,-0.45
903.89,-0.49
912.93,-0.52
922.06,-0.54
931.28,-0.57
940.59,-0.59
950.0,-0.61
959.5,-0.63
969.09,-0.66
978.78,-0.68
988.57,-0.69
998.46,-0.71
1008.44,-0.73
1018.53,-0.75
1028.71,-0.77
1039.0,-0.78
1049.39,-0.8
1059.88,-0.81
1070.48,-0.82
1081.19,-0.84
1092.0,-0.85
1102.92,-0.85
1113.95,-0.85
1125.09,-0.85
1136.34,-0.85
1147.7,-0.84
1159.18,-0.84
1170.77,-0.82
1182.48,-0.81
1194.3,-0.79
1206.25,-0.75
1218.31,-0.73
1230.49,-0.69
1242.8,-0.65
1255.22,-0.61
1267.78,-0.57
1280.45,-0.52
1293.26,-0.48
1306.19,-0.44
1319.25,-0.39
1332.45,-0.32
1345.77,-0.27
1359.23,-0.22
1372.82,-0.16
1386.55,-0.11
1400.41,-0.05
1414.42,0.01
1428.56,0.07
1442.85,0.13
1457.28,0.19
1471.85,0.25
1486.57,0.32
1501.43,0.37
1516.45,0.43
1531.61,0.49
1546.93,0.55
1562.4,0.6
1578.02,0.66
1593.8,0.71
1609.74,0.77
1625.84,0.82
1642.1,0.87
1658.52,0.92
1675.1,0.97
1691.85,1.02
1708.77,1.06
1725.86,1.1
1743.12,1.15
1760.55,1.19
1778.15,1.23
1795.94,1.26
1813.9,1.3
1832.03,1.33
1850.36,1.35
1868.86,1.36
1887.55,1.37
1906.42,1.37
1925.49,1.37
1944.74,1.36
1964.19,1.35
1983.83,1.33
2003.67,1.3
2023.71,1.26
2043.94,1.21
2064.38,1.17
2085.03,1.11
2105.88,1.05
2126.94,0.98
2148.2,0.91
2169.69,0.83
2191.38,0.75
2213.3,0.65
2235.43,0.56
2257.78,0.47
2280.36,0.37
2303.17,0.28
2326.2,0.18
2349.46,0.07
2372.95,-0.03
2396.68,-0.13
2420.65,-0.24
2444.86,-0.34
2469.31,-0.45
2494.0,-0.55
2518.94,-0.65
2544.13,-0.73
2569.57,-0.82
2595.27,-0.91
2621.22,-1.0
2647.43,-1.1
2673.9,-1.19
2700.64,-1.27
2727.65,-1.37
2754.93,-1.45
2782.48,-1.53
2810.3,-1.6
2838.4,-1.67
2866.79,-1.73
2895.46,-1.79
2924.41,-1.85
2953.65,-1.9
2983.19,-1.95
3013.02,-1.98
3043.15,-2.01
3073.58,-2.02
3104.32,-2.02
3135.36,-2.0
3166.72,-1.97
3198.38,-1.94
3230.37,-1.9
3262.67,-1.85
3295.3,-1.79
3328.25,-1.71
3361.53,-1.62
3395.15,-1.52
3429.1,-1.42
3463.39,-1.32
3498.03,-1.2
3533.01,-1.08
3568.34,-0.96
3604.02,-0.82
3640.06,-0.68
3676.46,-0.52
3713.22,-0.37
3750.36,-0.2
3787.86,-0.03
3825.74,0.16
3864.0,0.34
3902.64,0.51
3941.66,0.68
3981.08,0.85
4020.89,1.02
4061.1,1.19
4101.71,1.38
4142.73,1.56
4184.15,1.75
4226.0,1.93
4268.26,2.11
4310.94,2.26
4354.05,2.4
4397.59,2.5
4441.56,2.6
4485.98,2.69
4530.84,2.77
4576.15,2.82
4621.91,2.85
4668.13,2.85
4714.81,2.83
4761.96,2.77
4809.58,2.69
4857.67,2.59
4906.25,2.44
4955.31,2.28
5004.87,2.12
5054.91,1.94
5105.46,1.77
5156.52,1.59
5208.08,1.4
5260.16,1.2
5312.77,1.0
5365.89,0.8
5419.55,0.62
5473.75,0.43
5528.49,0.24
5583.77,0.08
5639.61,-0.09
5696.0,-0.26
5752.96,-0.43
5810.49,-0.6
5868.6,-0.79
5927.28,-0.97
5986.56,-1.14
6046.42,-1.3
6106.89,-1.45
6167.96,-1.6
6229.64,-1.72
6291.93,-1.83
6354.85,-1.9
6418.4,-1.92
6482.58,-1.88
6547.41,-1.75
6612.88,-1.56
6679.01,-1.35
6745.8,-1.12
6813.26,-0.92
6881.39,-0.76
6950.21,-0.64
7019.71,-0.59
7089.91,-0.56
7160.81,-0.58
7232.41,-0.61
7304.74,-0.65
7377.79,-0.69
7451.56,-0.73
7526.08,-0.75
7601.34,-0.77
7677.35,-0.77
7754.13,-0.76
7831.67,-0.74
7909.98,-0.72
7989.08,-0.69
8068.98,-0.66
8149.67,-0.62
8231.16,-0.58
8313.47,-0.53
8396.61,-0.48
8480.57,-0.42
8565.38,-0.36
8651.03,-0.29
8737.54,-0.21
8824.92,-0.12
8913.17,-0.03
9002.3,0.07
9092.32,0.19
9183.25,0.33
9275.08,0.48
9367.83,0.65
9461.51,0.85
9556.12,1.04
9651.68,1.25
9748.2,1.43
9845.68,1.6
9944.14,1.76
10043.58,1.89
10144.02,1.95
10245.46,2.01
10347.91,2.08
10451.39,2.13
10555.91,2.18
10661.46,2.22
10768.08,2.27
10875.76,2.3
10984.52,2.33
11094.36,2.34
11205.31,2.35
11317.36,2.34
11430.53,2.32
11544.84,2.3
11660.29,2.26
11776.89,2.21
11894.66,2.13
12013.6,2.04
12133.74,1.94
12255.08,1.83
12377.63,1.69
12501.41,1.54
12626.42,1.36
12752.68,1.18
12880.21,0.96
13009.01,0.75
13139.1,0.51
13270.49,0.26
13403.2,-0.01
13537.23,-0.28
13672.6,-0.57
13809.33,-0.87
13947.42,-1.19
14086.9,-1.5
14227.77,-1.83
14370.04,-2.17
14513.74,-2.52
14658.88,-2.86
14805.47,-3.22
14953.52,-3.57
15103.06,-3.94
15254.09,-4.31
15406.63,-4.67
15560.7,-5.04
15716.3,-5.41
15873.47,-5.78
16032.2,-6.16
16192.52,-6.53
16354.45,-6.9
16517.99,-7.27
16683.17,-7.64
16850.01,-8.01
17018.51,-8.37
17188.69,-8.74
17360.58,-9.11
17534.18,-9.47
17709.53,-9.83
17886.62,-10.19
18065.49,-10.54
18246.14,-10.89
18428.6,-11.23
18612.89,-11.57
18799.02,-11.91
18987.01,-12.24
19176.88,-12.56
19368.65,-12.88
19562.33,-13.2
19757.96,-13.5
19955.54,-13.82
